Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Aruba,ABW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.263940735331815,18.866278141600134,11.671572574928874,2.1958045097105128,4.539317282666218,2.3706415075051837,4.0926147633372665,4.80035199531828,-0.5672017539353931,-1.8300237380000368,3.8547444510298448,-1.027089526035013,-1.689536652722552,4.924526638791221,2.3554765883848603,-2.1213407585409385,0.10704547568485623,6.331365040691054,-1.3773768598038316,-0.06044372357285965,1.8316404109855142,0.5793831975183537,-12.760270362801577,-3.8278641362767445,2.402778495985004,-1.8393581428994423,5.636970758931454,-2.2648691064653548,-1.2555886101676208,1.1211829579195154,6.474908623251665,1.8764014374955735,-2.7434014797617152,-24.084569897394445,27.696864587184677,10.5537860480283,
Africa Eastern and Southern,AFE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-2.143064695519243,4.998781049087995,2.7864343321750766,1.810403825890944,2.2347190314758336,1.9610595465937735,2.4739503731444614,1.2329086082963414,2.1192291346285685,-1.7240543000121278,2.486574869723057,-0.07906174506150876,1.6263606033998457,2.4102883299753586,-1.5121380461015121,-0.5773933304101604,-1.6937158875221456,-1.4521913716583015,-0.2195375983975083,2.420181835058628,0.9701455694318923,-2.725837104802281,-2.902709449483396,0.4153012320721672,-2.996818546152923,-0.7391904396951645,0.8749030680548913,1.3146936077179134,-0.1429793252638376,-2.6517880753357304,-2.8067434460086673,-4.860773571966391,-3.165940154938042,-0.702531255290836,1.6136926483901988,2.6892498787471055,1.2267388486750832,-0.7377280617828745,0.09389322496635089,0.6202003839191832,0.8969553482862267,1.2036734090306709,0.336823623736322,2.837348135259859,3.4077358028933133,3.773104142421886,3.795225659737028,1.5620774096793753,-1.8251183272685978,2.4093993038876107,1.2953654260238636,-0.957943111377304,1.430370993398384,1.1755695518992155,0.2032888173362437,-0.5301153615645262,-0.004161345532025962,-0.006479140548961482,-0.4887229065478067,-5.316185065490714,1.8418817434488517,0.9855946759594616,0.08848365428725913
Afghanistan,AFG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.101966425490218,20.567963460616596,0.9270291194466154,-2.497254626457277,7.321873844661425,1.0849881970576973,11.80338266399663,1.8647544641205371,17.1435343247272,11.099219918375994,-3.2113643031494377,8.247144255907315,2.0025221457611337,-0.9648033309305788,-1.6664164146545914,-0.3458024955262715,-0.2535937810469733,-1.6885765916365756,0.9328333856328754,-5.364665929594281,-22.966941994595828,-8.586651900753765,
Africa Western and Central,AFW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.2373129790712909,1.5291098069181857,4.848730319817491,3.125918134952684,1.8191286468987897,-3.7257279243145973,-11.124031927483685,-0.7155424323681387,12.648552565240749,14.846616457305046,7.993401363194536,0.722516690851279,1.4758681658750987,7.269173938314083,-4.714760015853997,5.623173664832009,1.8017249901687507,-4.634257183791874,2.185336939402177,-0.900806386260399,-9.37754809059524,-6.019821402744185,-8.843220202066334,-2.053867301725603,2.6230539614440147,-1.3157489529725552,-1.2744362516922791,1.9412947580524929,-1.0234282899197922,3.0382338396911734,-1.5775405897019823,-0.24019987437688428,-3.8851843889557074,-2.87837183228568,-0.7538204218743374,1.9109525091339776,1.711963066247833,0.8638574332578486,-1.1306679915744127,1.0804524271947713,2.343821743896598,6.921383049698491,2.6420724588684266,5.022001903731848,2.90518633226165,2.4719567243858904,2.620199463273323,3.353546010105603,3.3429893351593734,4.009921041873383,1.9450520936634916,2.259037913999663,3.2548768480017003,3.0898585674335095,0.08825812132484145,-2.5036445511095877,-0.41020350710593334,0.16889804283641752,0.5729549192148511,-3.527789055314045,1.3858147519621582,1.2138567094575876,0.7820409070242249
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-7.738347877005651,-3.528441229119622,0.4982965594732889,2.2417789701647166,-0.1634750638098268,-0.7046145255292942,0.5645193770375414,2.6149748287816834,-3.274912567743442,-6.626409313302929,-2.3125017786597084,-8.848293617151171,-26.34912367367123,-1.8506210457431678,11.278422365418422,9.825457821615615,3.755519392274124,1.3139261061491538,-1.0627248864548875,-0.2349456327227557,0.8382273220432666,9.937307248873012,-0.46606074802606656,7.127076560822857,11.009565573226382,7.614219203165135,9.93510870721505,7.163046012125392,-2.7972899835541796,0.5712209411272227,-0.3450624353356915,4.53805378017384,1.1063310346265212,1.0307291179667146,-2.6429753303070385,-6.011890777511425,-3.6306950380174783,-4.6766695843259924,-4.017114161032538,-8.672432129118434,-1.9545980063689399,-0.09675472975928301,-2.155077377934731
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.6486485472307066,0.7958400710932523,-1.016802172285523,-3.3074972023194533,-0.2905953483221424,3.6146555440662382,-2.7494963794896137,-3.2625223344682155,6.923617285087502,-11.187905298960956,-27.566820836998204,-6.62255121235502,10.229949353134174,8.969761658550908,14.024495929868806,9.780179879302935,-10.361104970941057,9.516484438222818,13.608069123712909,7.630022439370194,9.314397139393549,4.8504753341914295,5.924211542457698,5.956569596182405,6.067882439357234,6.572922982363622,6.7872289358866595,8.328108422924302,4.053139863801519,4.223083827210445,2.8216424551400507,1.5848728145101916,1.1872343528619922,1.9853880918038413,2.516827054171273,3.4802932167138607,3.898112267466928,4.2763115510529275,2.5235408428056587,-2.745238677571038,9.92271370805365,6.139016789870993,4.633910226787634
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-2.5261053338239066,0.9972332974368783,0.8906769641394305,-0.920696155915806,-5.412482859656336,-2.528959037621817,-2.660724653595338,-3.598624899085209,-4.552935268094146,-2.0075151468886503,-3.847772184981693,-2.97935496391716,-2.8461855264876164,-2.4357304888830527,-1.4809658564806938,-0.8129640675904568,1.049155171604795,0.8210462135263157,0.7974894685938523,0.04232062458979158,-0.90401445386901,-2.328613181915358,-4.1650300952111365,-0.7719984751017108,-0.33038351816834677,2.661055932021796,8.165547742552917,2.3969199864858126,3.355457445664527,2.836053539890699,5.372532989253486,0.07670235754217458,4.1968370936950095,3.8823837773149563,1.578040218905258,4.29262143453559,4.220375420398966,-2.9353820268668898,-2.4780370723148053,1.2226877027027,1.3408938924110316,-5.571255543152105,-4.026027034269845,2.140938982247789,1.2574160126914933,2.5745045877466595,-1.4165790203586113,-0.003870295557362624,0.23829656950252343,-12.735077561117208,6.459440531800183,8.479469505176368,1.1097862608741451
Arab World,ARB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,3.7950925489770526,7.739066346397848,4.462410975902316,18.911052427123764,6.083447333234588,12.24686285024903,10.815204838966025,7.445484097545744,-4.720775189656081,11.416932563983352,3.4931183713812715,-2.464252874623753,7.41294943168549,2.634018798407837,-2.7109574257028157,-10.5884062365282,-8.286233874150028,-1.8182526398803844,-4.218412137152157,0.330247529725483,-3.6274835667486514,2.322763673836363,0.9162882987481424,6.170913561871316,-0.7432908377464713,3.7007188463829266,-0.10600285836048329,0.4401465847722079,0.22443465300325727,2.1350500096635443,2.515322669011283,2.4718379189689017,-0.4182815133144828,4.2157960838706146,-0.5545787321229056,-1.5164983886011356,2.6288951259704447,6.552389701927993,3.061790555119032,3.535304225326726,1.771866161561391,2.769946747724788,-2.166110863455387,2.320163351710903,1.3689091401418665,2.786278401896652,0.21523415346189267,0.12172962039149127,1.2056016288998848,1.4687629721628355,-0.5461563896334951,0.5161436489799769,-0.38366226113151924,-7.035206400066045,3.4375095396055144,3.9344098764644,-0.9015031977389896
United Arab Emirates,ARE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,18.20153097344172,22.116847409384548,56.948759566702876,2.7658060790584784,-3.828343245916926,3.0973069070140866,5.51613893812582,-13.61178170279004,7.183879470107726,10.975305919435357,-3.5344863677013336,-12.124831555595861,-10.111763339328405,-1.6086399932511313,-8.570465037842439,-20.120819940184518,-3.6512854548861498,-8.852247082813847,5.55695437762671,11.583141339082317,-4.575279927750415,-1.9217512692435008,-3.6146208149123,2.0429573677563297,2.0870472960334183,0.09272075187811879,1.3594914381602763,-5.716708530357323,-2.9589573063919232,4.836129647733188,-3.851554140292194,-2.625471694675497,3.671047169151848,4.630576274858782,-2.1904206134813506,-4.017715399884096,-13.923387402839936,-13.287427562873575,-17.145393897890344,-4.256385864607211,5.058808711497377,0.7696388470381521,4.012692145430691,3.174202486920791,5.817357871325868,4.653505395001645,-0.08732607137450543,0.517239888701809,0.3236865268068527,-5.731044521616241,3.4872146628586336,6.9824174662305865,2.580896071862398
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.7409028140110934,-2.4543330322291013,-6.831393314861373,8.382751476704328,8.838850212103594,-2.2092854101143047,1.5872412182659161,3.2081560501284088,8.001733125956505,1.443199663462309,3.998125312439214,0.02048733238726186,1.1360933215490547,3.754159661395562,-1.6735283950232116,-3.5638025213075935,5.238802842399593,-6.0270020388376935,8.472518076679279,-0.07752275756799065,-6.676587245642025,-2.2851504148082284,2.7351300377588075,0.02137978756893233,-6.61309327708733,4.561114002692406,1.164689931348974,-2.5703918325237254,-8.527911410600893,-3.877389883057262,7.589999663851188,6.450073130906105,6.747497372254017,4.420120784864352,-4.116880800617139,4.204967318584266,6.823321092393414,2.6543475973445823,-4.492112128935986,-1.9069874983516684,-5.45379697848054,-11.845950393822704,7.719229636637209,7.928157050804188,7.732496998516908,6.934981737644492,7.916210571644584,3.0297854066404284,-6.867955225069807,9.84429639847724,4.788683138594351,-2.1452844498181207,1.2656851753707627,-3.5785805098328893,1.6296642794626308,-3.110063898214648,1.7576481826569363,-3.6016097565715484,-2.969562498662185,-10.7702732277494,9.67392093465429,3.989131084505175,-2.4362511141416974
